1,2,3,4,5,6,7,8,9,10
-0.02348916717204694,0.1980780162814494,-0.01745291211308934,-0.006613111733025479,-0.10190860601735365,-0.03771093019742768,0.029349472231068135,-0.05267019642264083,0.07761516537922451,0.07599595467353092
-0.07812415060288837,0.17225594202573594,0.034426473914478686,0.0018474636876077552,-0.12084747489098753,-0.06837670570377137,0.02661827665000616,-0.05633356005874581,0.12565782327102942,0.08986314036987407
-0.12921345376837878,0.13805603808572728,0.07748058051880093,0.001474912677229221,-0.13130438036187753,-0.08777249052400544,0.009210661592549933,-0.059509377477350814,0.15369564882200734,0.09181601126359472
-0.1668254940058952,0.10292017160208021,0.09831813579655975,-0.0082694750241473,-0.1300154713924893,-0.09657116972757629,-0.027020519140494848,-0.06661522918307909,0.15736539317902518,0.0700160439075782
-0.18360966911848722,0.07252202122158688,0.08722058323866147,-0.026294911685776103,-0.11490016987009083,-0.09632374876970043,-0.039687043946000616,-0.06443165585500782,0.13894255273776918,0.021894497569979694
-0.17696089973562829,0.04951673898345522,0.04148107459627518,-0.05060565544365851,-0.08607208380280534,-0.08785366990724885,-0.061372842995944525,-0.0617096148611819,0.10745274917983935,-0.0482293968172533
-0.1497746288871503,0.03332503101357035,-0.032868591963903,-0.07890676227453296,-0.046517211259305274,-0.07044234521605132,-0.0886628395974176,-0.050747205245796796,0.07625600149441256,-0.1266444301329364
-0.10947280141996048,0.020899565827277235,-0.12160254624351023,-0.10888407866340478,-0.002132085669891707,-0.042266180153256304,-0.1008212578458282,-0.03674495886358334,0.05866319159203933,-0.1948861246889773
-0.0656049262570567,0.008154045982457565,-0.20512316538308537,-0.13817864259064183,0.04157733968572505,-0.002035632430010645,-0.08530545927662651,-0.015769219896062052,0.06316756749379984,-0.22979700401728193
-0.026851851829055036,-0.008421836308472846,-0.26296478275247304,-0.16420535727434915,0.06861420674792026,0.048828728843492666,-0.03964089347372423,-0.001129609892524707,0.09024233284069642,-0.2328784393921668
0.0015523744076321982,-0.030442036396679823,-0.2789534570117085,-0.18399335255950217,0.07965962935491057,0.10457891321253522,-0.0056058147997245875,0.0051803615071610715,0.1320779732184358,-0.20277895565422763
0.019146562147909104,-0.056942976616081706,-0.2457577794700423,-0.19423456872490455,0.06918487243484088,0.15513739670860088,0.02016499110798032,0.0034150634404144604,0.17537452979850374,-0.14570345478394015
0.02991400064495277,-0.08447537547388143,-0.16755854753746496,-0.1917276740129021,0.03914537838703094,0.18818100583251476,0.03683800496217538,-0.0013766698126267108,0.20601735429561382,-0.08175115538581737
0.04042165153831511,-0.10789728563177496,-0.05988450219952734,-0.1742896430102029,-0.003810508096455513,0.19286098309730426,0.043195169516406125,-0.011162881879355454,0.21377601662864026,-0.023289703193527356
0.0570298883361329,-0.12164644190969492,0.053667183009691206,-0.1419252969506069,-0.05001731973420633,0.16386533203073853,0.033926761001674806,-0.0242076670504349,0.19532459981058672,0.021467356583345334
